	Symbol	Entrez
ENSG00000197819	NA	NA
ENSG00000197822	OCLN	100506658
ENSG00000197823	NA	NA
ENSG00000197825	NA	NA
ENSG00000197826	C4orf22	255119
ENSG00000197830	NA	NA
ENSG00000197837	HIST4H4	121504
ENSG00000197838	CYP2A13	1553
ENSG00000197839	NA	NA
ENSG00000197841	ZNF181	339318
ENSG00000197844	NA	NA
ENSG00000197846	NA	NA
ENSG00000197847	SLC22A20	NA
ENSG00000197848	NA	NA
ENSG00000197849	OR8G1	26494
ENSG00000197851	NA	NA
ENSG00000197852	FAM212B	55924
ENSG00000197857	ZNF44	51710
ENSG00000197858	GPAA1	8733
ENSG00000197859	ADAMTSL2	9719
ENSG00000197860	SGTB	54557
ENSG00000197862	NA	NA
ENSG00000197863	ZNF790	388536
ENSG00000197865	NA	NA
ENSG00000197866	OR5M12P	NA
ENSG00000197870	PRB3	5544
ENSG00000197872	FAM49A	81553
ENSG00000197879	MYO1C	4641
ENSG00000197880	MDS2	NA
ENSG00000197882	OR7E13P	NA
ENSG00000197883	NA	NA
ENSG00000197885	NKIRAS1	28512
ENSG00000197887	OR1S2	219958
ENSG00000197888	UGT2B17	7367
ENSG00000197889	MEIG1	644890
ENSG00000197891	SLC22A12	116085
ENSG00000197892	KIF13B	23303
ENSG00000197893	NRAP	4892
ENSG00000197894	ADH5	128
ENSG00000197896	NA	NA
ENSG00000197900	NA	NA
ENSG00000197901	SLC22A6	9356
ENSG00000197903	HIST1H2BK	85236
ENSG00000197905	TEAD4	7004
ENSG00000197907	NA	NA
ENSG00000197910	NA	NA
ENSG00000197911	NA	NA
ENSG00000197912	SPG7	6687
ENSG00000197914	NA	NA
ENSG00000197915	HRNR	388697
ENSG00000197916	NA	NA
ENSG00000197918	NA	NA
ENSG00000197919	IFNA1	3439
ENSG00000197921	HES5	388585
ENSG00000197927	C2orf27A	NA
ENSG00000197928	ZNF677	342926
ENSG00000197930	ERO1A	30001
ENSG00000197932	NA	NA
ENSG00000197933	ZNF823	55552
ENSG00000197934	CYYR1-AS1	NA
ENSG00000197935	ZNF311	282890
ENSG00000197937	ZNF347	84671
ENSG00000197938	OR5H2	79310
ENSG00000197943	PLCG2	5336
ENSG00000197947	NA	NA
ENSG00000197948	FCHSD1	89848
ENSG00000197951	ZNF71	58491
ENSG00000197953	AADACL2	344752
ENSG00000197955	NA	NA
ENSG00000197956	S100A6	6277
ENSG00000197958	RPL12	6136
ENSG00000197959	DNM3	26052
ENSG00000197961	ZNF121	7675
ENSG00000197965	MPZL1	9019
ENSG00000197969	VPS13A	23230
ENSG00000197971	MBP	4155
ENSG00000197976	AKAP17A	8227
ENSG00000197977	ELOVL2	54898
ENSG00000197978	GOLGA6L9	440295
ENSG00000197980	LEKR1	389170
ENSG00000197982	C1orf122	127687
ENSG00000197984	OR51A8P	NA
ENSG00000197987	NA	NA
ENSG00000197989	SNHG12	85028
ENSG00000197990	ZNF734P	NA
ENSG00000197991		NA
ENSG00000197992	CLEC9A	283420
ENSG00000197993	KEL	3792
ENSG00000197995	NA	NA
ENSG00000197996	NA	NA
ENSG00000197999	NA	NA
ENSG00000198000	NOL8	55035
ENSG00000198001	IRAK4	51135
ENSG00000198003	CCDC151	115948
ENSG00000198010	DLGAP2	9228
ENSG00000198013	NA	NA
ENSG00000198014	NA	NA
ENSG00000198015	MRPL42	28977
ENSG00000198018	ENTPD7	57089
ENSG00000198019	FCGR1B	2210
ENSG00000198021	SPANXA1	30014
ENSG00000198022	SAGE2P	NA
ENSG00000198026	ZNF335	63925
ENSG00000198028	ZNF560	147741
ENSG00000198033	TUBA3C	7278
ENSG00000198034	RPS4X	6191
ENSG00000198035	NA	NA
ENSG00000198039	ZNF273	10793
ENSG00000198040	ZNF84	7637
ENSG00000198042	MAK16	84549
ENSG00000198045	NA	NA
ENSG00000198046	ZNF667	63934
ENSG00000198048	NA	NA
ENSG00000198049	AVPR1B	553
ENSG00000198050	NA	NA
ENSG00000198053	SIRPA	140885
ENSG00000198054	DSCR8	84677
ENSG00000198055	GRK6	2870
ENSG00000198056	PRIM1	5557
ENSG00000198060	Mar-05	54708
ENSG00000198062	POTEH	23784
ENSG00000198064		440345
ENSG00000198067	NA	NA
ENSG00000198068	NA	NA
ENSG00000198074	AKR1B10	57016
ENSG00000198075	SULT1C4	27233
ENSG00000198077	CYP2A7	1549
ENSG00000198081	ZBTB14	7541
ENSG00000198082	NA	NA
ENSG00000198083	KRTAP9-9	81870
ENSG00000198087	CD2AP	23607
ENSG00000198088	NUP62CL	54830
ENSG00000198089	SFI1	9814
ENSG00000198090	KRTAP4-6	81871
ENSG00000198092	TMPRSS11F	389208
ENSG00000198093	ZNF649	65251
ENSG00000198095	NA	NA
ENSG00000198099	ADH4	127
ENSG00000198100	NA	NA
ENSG00000198104	OR2T6	254879
ENSG00000198105	ZNF248	57209
ENSG00000198106		NA
ENSG00000198108	CHSY3	337876
ENSG00000198113	TOR4A	54863
ENSG00000198118	NA	NA
ENSG00000198121	LPAR1	1902
ENSG00000198125	MB	4151
ENSG00000198128	OR2L3	391192
ENSG00000198129	DEFB107B	503614
ENSG00000198130	HIBCH	26275
ENSG00000198131	ZNF544	27300
ENSG00000198133	TMEM229B	161145
ENSG00000198134		NA
ENSG00000198137	NA	NA
ENSG00000198142	SOWAHC	65124
ENSG00000198143	NA	NA
ENSG00000198145	NA	NA
ENSG00000198146	ZNF770	54989
ENSG00000198150	NA	NA
ENSG00000198153	ZNF849P	NA
ENSG00000198154	NA	NA
ENSG00000198155	ZNF876P	642280
ENSG00000198156	NPIPB6	728741
ENSG00000198157	HMGN5	79366
ENSG00000198160	MIER1	57708
ENSG00000198161	NA	NA
ENSG00000198162	MAN1A2	10905
ENSG00000198165	NA	NA
ENSG00000198168	SVIP	258010
ENSG00000198169	ZNF251	90987
ENSG00000198171	DDRGK1	65992
ENSG00000198173	FAM47C	442444
ENSG00000198176	TFDP1	7027
ENSG00000198178	CLEC4C	170482
ENSG00000198179	NA	NA
ENSG00000198182	ZNF607	84775
ENSG00000198183	BPIFA1	51297
ENSG00000198185	ZNF334	55713
ENSG00000198189	HSD17B11	51170
ENSG00000198191	NA	NA
ENSG00000198198	SZT2	23334
ENSG00000198203	SULT1C2	6819
ENSG00000198205	ZXDA	7789
ENSG00000198207	NA	NA
ENSG00000198208	RPS6KL1	83694
ENSG00000198211		NA
ENSG00000198216	CACNA1E	777
ENSG00000198217	OR51H2P	NA
ENSG00000198218	QRICH1	54870
ENSG00000198221	MLLT4-AS1	653483
ENSG00000198223	CSF2RA	1438
ENSG00000198225	FKBP1C	NA
ENSG00000198229	NA	NA
ENSG00000198230	NA	NA
ENSG00000198231	DDX42	11325
ENSG00000198236	NA	NA
ENSG00000198237		NA
ENSG00000198242	RPL23A	6147
ENSG00000198246	SLC29A3	55315
ENSG00000198250	NA	NA
ENSG00000198251		NA
ENSG00000198252	STYX	6815
ENSG00000198256	NA	NA
ENSG00000198258	UBL5	59286
ENSG00000198261	OR5BB1P	NA
ENSG00000198265	HELZ	9931
ENSG00000198270	TMEM116	89894
ENSG00000198271	KRTAP4-5	85289
ENSG00000198274	NA	NA
ENSG00000198276	UCKL1	54963
ENSG00000198277		NA
ENSG00000198283	OR5B21	219968
ENSG00000198284	NUP210P1	255330
ENSG00000198286	CARD11	84433
ENSG00000198290	NA	NA
ENSG00000198298	ZNF485	220992
ENSG00000198300	PEG3	5178
ENSG00000198301	SDAD1	55153
ENSG00000198305	NA	NA
ENSG00000198307	NA	NA
ENSG00000198308	NA	NA
ENSG00000198312	BMS1P9	NA
ENSG00000198315	ZKSCAN8	7745
ENSG00000198324	FAM109A	144717
ENSG00000198326	TMEM239	100288797
ENSG00000198327	NA	NA
ENSG00000198329	NA	NA
ENSG00000198331	HYLS1	219844
ENSG00000198336	MYL4	4635
ENSG00000198339	NA	NA
ENSG00000198342	ZNF442	79973
ENSG00000198346	ZNF813	126017
ENSG00000198348	NA	NA
ENSG00000198353	HOXC4	3221
ENSG00000198354	DCAF12L2	340578
ENSG00000198355	PIM3	415116
ENSG00000198356	ASNA1	439
ENSG00000198358		101928372
ENSG00000198359	NA	NA
ENSG00000198363	ASPH	444
ENSG00000198366	NA	NA
ENSG00000198367	OR7A11P	NA
ENSG00000198369	SPRED2	200734
ENSG00000198373	WWP2	11060
ENSG00000198374	NA	NA
ENSG00000198380	GFPT1	2673
ENSG00000198382	UVRAG	7405
ENSG00000198384	TPTE2P3	NA
ENSG00000198388	NA	NA
ENSG00000198390	KRTAP13-1	140258
ENSG00000198393	ZNF26	7574
ENSG00000198397	NA	NA
ENSG00000198398	TMEM207	131920
ENSG00000198399	ITSN2	50618
ENSG00000198400	NTRK1	4914
ENSG00000198401	NA	NA
ENSG00000198403	NA	NA
ENSG00000198406	BZW1P2	NA
ENSG00000198408	MGEA5	10724
ENSG00000198411	NA	NA
ENSG00000198414	TATDN2P1	NA
ENSG00000198416	ZNF658B	NA
ENSG00000198417	MT1F	4494
ENSG00000198420	TCAF1	9747
ENSG00000198424	NA	NA
ENSG00000198429	ZNF69	7620
ENSG00000198431	TXNRD1	7296
ENSG00000198434	NA	NA
ENSG00000198435	NRARP	441478
ENSG00000198440	ZNF583	147949
ENSG00000198443	KRTAP4-1	85285
ENSG00000198444	NA	NA
ENSG00000198445	CCT8L2	150160
ENSG00000198447	NA	NA
ENSG00000198452	OR14L1P	NA
ENSG00000198453	ZNF568	374900
ENSG00000198454	PRR31	NA
ENSG00000198455	ZXDB	158586
ENSG00000198457	CYP21A2	1589
ENSG00000198461	NA	NA
ENSG00000198464	ZNF480	147657
ENSG00000198466	ZNF587	84914
ENSG00000198467	TPM2	7169
ENSG00000198468	FLVCR1-AS1	642946
ENSG00000198469	NA	NA
ENSG00000198471	RTP2	344892
ENSG00000198475	NA	NA
ENSG00000198477	NA	NA
ENSG00000198478	SH3BGRL2	83699
ENSG00000198482	ZNF808	388558
ENSG00000198483	ANKRD35	148741
ENSG00000198487	NA	NA
ENSG00000198488	B3GNT6	192134
ENSG00000198491		101929106
ENSG00000198492	YTHDF2	51441
ENSG00000198493	NA	NA
ENSG00000198496	NBR2	10230
ENSG00000198498	TMA16	55319
ENSG00000198502	HLA-DRB5	3127
ENSG00000198513	ATL1	51062
ENSG00000198515	CNGA1	1259
ENSG00000198517	MAFK	7975
ENSG00000198518	NA	NA
ENSG00000198520	C1orf228	339541
ENSG00000198521	ZNF43	7594
ENSG00000198522	GPN1	11321
ENSG00000198523	PLN	5350
ENSG00000198526	PABPC1P2	NA
ENSG00000198533	NA	NA
ENSG00000198535	C2CD4A	145741
ENSG00000198536	NA	NA
ENSG00000198538	ZNF28	7576
ENSG00000198542	ITGBL1	9358
ENSG00000198546	ZNF511	118472
ENSG00000198547	C20orf203	NA
ENSG00000198549	NA	NA
ENSG00000198551	ZNF627	199692
ENSG00000198553	KCNRG	283518
ENSG00000198554	WDHD1	11169
ENSG00000198555		NA
ENSG00000198556	ZNF789	285989
ENSG00000198558	NA	NA
ENSG00000198561	CTNND1	1500
ENSG00000198563	DDX39B	7919
ENSG00000198566	NA	NA
ENSG00000198567	NA	NA
ENSG00000198569	SLC34A3	142680
ENSG00000198570	RD3	343035
ENSG00000198573	SPANXC	64663
ENSG00000198574	SH2D1B	117157
ENSG00000198576	ARC	23237
ENSG00000198579	NA	NA
ENSG00000198580		NA
ENSG00000198583	NA	NA
ENSG00000198585	NUDT16	131870
ENSG00000198586	TLK1	9874
ENSG00000198587	NA	NA
ENSG00000198589	LRBA	987
ENSG00000198590	C3orf35	NA
ENSG00000198592	NA	NA
ENSG00000198594	NA	NA
ENSG00000198597	ZNF536	9745
ENSG00000198598	MMP17	4326
ENSG00000198599	NA	NA
ENSG00000198601	OR2M2	391194
ENSG00000198603	NA	NA
ENSG00000198604	BAZ1A	11177
ENSG00000198610	AKR1C4	1109
ENSG00000198612	COPS8	10920
ENSG00000198614	NA	NA
ENSG00000198618	PPIAP22	NA
ENSG00000198624	CCDC69	26112
ENSG00000198625	MDM4	4194
ENSG00000198626	RYR2	6262
ENSG00000198631	NA	NA
ENSG00000198632	NA	NA
ENSG00000198633	ZNF534	147658
ENSG00000198636	NA	NA
ENSG00000198637	NA	NA
ENSG00000198641	NA	NA
ENSG00000198642	KLHL9	55958
ENSG00000198643	FAM3D	131177
ENSG00000198646	NCOA6	23054
ENSG00000198648	STK39	27347
ENSG00000198650	TAT	6898
ENSG00000198657	OR8B4	283162
ENSG00000198658	ABHD17AP1	NA
ENSG00000198660	NA	NA
ENSG00000198663	C6orf89	221477
ENSG00000198665	NA	NA
ENSG00000198668	CALM1	801
ENSG00000198669	NA	NA
ENSG00000198670	LPA	4018
ENSG00000198671		NA
ENSG00000198673	FAM19A2	338811
ENSG00000198674	OR10G6	NA
ENSG00000198677	TTC37	9652
ENSG00000198678	OR5BS1P	NA
ENSG00000198679	NA	NA
ENSG00000198680	TUSC1	286319
ENSG00000198681	MAGEA1	4100
ENSG00000198682	PAPSS2	9060
ENSG00000198683	NA	NA
ENSG00000198685	LINC01565	23434
ENSG00000198689	SLC9A6	10479
ENSG00000198690	FAN1	22909
ENSG00000198691	ABCA4	24
ENSG00000198692	EIF1AY	9086
ENSG00000198694	NA	NA
ENSG00000198695	MT-ND6	4541
ENSG00000198696	NA	NA
ENSG00000198700	IPO9	55705
ENSG00000198702	NA	NA
ENSG00000198703	OR10R3P	NA
ENSG00000198704	GPX6	257202
ENSG00000198707	CEP290	80184
ENSG00000198710	NA	NA
ENSG00000198711	SSBP3-AS1	619518
ENSG00000198712	MT-CO2	4513
ENSG00000198715	GLMP	112770
ENSG00000198716	NA	NA
ENSG00000198718	FAM179B	23116
ENSG00000198719	DLL1	28514
ENSG00000198720	ANKRD13B	124930
ENSG00000198721	ECI2	10455
ENSG00000198722	UNC13B	10497
ENSG00000198723	C19orf45	374877
ENSG00000198725	NA	NA
ENSG00000198727	MT-CYB	4519
ENSG00000198728	LDB1	8861
ENSG00000198729	PPP1R14C	81706
ENSG00000198730	CTR9	9646
ENSG00000198732	SMOC1	64093
ENSG00000198734	F5	2153
ENSG00000198736	MSRB1	51734
ENSG00000198738	SMIM11P1	NA
ENSG00000198739	LRRTM3	347731
ENSG00000198740	ZNF652	22834
ENSG00000198742	SMURF1	57154
ENSG00000198743	SLC5A3	6526
ENSG00000198744	MTCO3P12	NA
ENSG00000198746	GPATCH3	63906
ENSG00000198747	NA	NA
ENSG00000198750	NA	NA
ENSG00000198751	NA	NA
ENSG00000198752	CDC42BPB	9578
ENSG00000198753	PLXNB3	5365
ENSG00000198754	OXCT2	64064
ENSG00000198755	RPL10A	4736
ENSG00000198756	COLGALT2	23127
ENSG00000198758	EPS8L3	79574
ENSG00000198759	EGFL6	25975
ENSG00000198762	NA	NA
ENSG00000198763	MT-ND2	4536
ENSG00000198765	SYCP1	6847
ENSG00000198767	NA	NA
ENSG00000198768	APCDD1L	164284
ENSG00000198771	RCSD1	92241
ENSG00000198774	RASSF9	9182
ENSG00000198780	FAM169A	26049
ENSG00000198783	ZNF830	91603
ENSG00000198784	NA	NA
ENSG00000198785	GRIN3A	116443
ENSG00000198786	MT-ND5	4540
ENSG00000198787	OR4D12P	NA
ENSG00000198788	MUC2	NA
ENSG00000198789	NA	NA
ENSG00000198791	CNOT7	29883
ENSG00000198792	TMEM184B	25829
ENSG00000198793	MTOR	2475
ENSG00000198794	SCAMP5	192683
ENSG00000198795	ZNF521	25925
ENSG00000198796	ALPK2	115701
ENSG00000198797	BRINP2	57795
ENSG00000198798	MAGEB3	4114
ENSG00000198799	LRIG2	9860
ENSG00000198800	NA	NA
ENSG00000198801	NA	NA
ENSG00000198802	NA	NA
ENSG00000198804	MT-CO1	4512
ENSG00000198805	PNP	4860
ENSG00000198807	PAX9	5083
ENSG00000198808	NA	NA
ENSG00000198812	LRRC10	376132
ENSG00000198814	GK	2710
ENSG00000198815	FOXJ3	22887
ENSG00000198816	ZNF358	140467
ENSG00000198818	SFT2D1	113402
ENSG00000198820	NA	NA
ENSG00000198821	CD247	919
ENSG00000198822	GRM3	2913
ENSG00000198824	CHAMP1	283489
ENSG00000198825	INPP5F	22876
ENSG00000198826	ARHGAP11A	9824
ENSG00000198827	NA	NA
ENSG00000198829	SUCNR1	56670
ENSG00000198830	HMGN2	3151
ENSG00000198832		140606
ENSG00000198833	UBE2J1	51465
ENSG00000198834	NA	NA
ENSG00000198835	GJC2	57165
ENSG00000198836	OPA1	4976
ENSG00000198837	DENND4B	9909
ENSG00000198838	RYR3	6263
ENSG00000198839	ZNF277	11179
ENSG00000198840	MT-ND3	4537
ENSG00000198841	KTI12	112970
ENSG00000198842	DUSP27	92235
ENSG00000198843		51714
ENSG00000198844	ARHGEF15	22899
ENSG00000198846	TOX	9760
ENSG00000198848	CES1	1066
ENSG00000198851	CD3E	916
ENSG00000198853	RUSC2	9853
ENSG00000198854	C1orf68	100129271
ENSG00000198855	FICD	11153
ENSG00000198856	OSTC	58505
ENSG00000198857	HSD3BP5	NA
ENSG00000198858	R3HDM4	91300
ENSG00000198860	TSEN15	116461
ENSG00000198862	LTN1	26046
ENSG00000198863	RUNDC1	146923
ENSG00000198864	NA	NA
ENSG00000198865	CCDC152	100129792
ENSG00000198867	NA	NA
ENSG00000198868	MTND4LP30	NA
ENSG00000198870	STKLD1	169436
ENSG00000198873	GRK5	2869
ENSG00000198874	TYW1	55253
ENSG00000198875	NA	NA
ENSG00000198876	DCAF12	25853
ENSG00000198877	OR5D13	390142
ENSG00000198879	SFMBT2	57713
ENSG00000198881	ASB12	142689
ENSG00000198883	PNMA5	114824
ENSG00000198885	ITPRIPL1	150771
ENSG00000198886	MT-ND4	4538
ENSG00000198887	SMC5	23137
ENSG00000198888	MT-ND1	4535
ENSG00000198889	DCAF12L1	139170
ENSG00000198890	PRMT6	55170
ENSG00000198892	SHISA4	149345
ENSG00000198894	CIPC	85457
ENSG00000198896	NA	NA
ENSG00000198898	CAPZA2	830
ENSG00000198899	MT-ATP6	4508
ENSG00000198900	TOP1	7150
ENSG00000198901	PRC1	9055
ENSG00000198902	NA	NA
ENSG00000198903	NA	NA
ENSG00000198904	NA	NA
ENSG00000198908	BHLHB9	80823
ENSG00000198909	MAP3K3	4215
ENSG00000198910	L1CAM	3897
ENSG00000198911	SREBF2	6721
ENSG00000198912	C1orf174	339448
ENSG00000198914	POU3F3	5455
ENSG00000198915	RASGEF1A	221002
ENSG00000198917	C9orf114	51490
ENSG00000198918	RPL39	6170
ENSG00000198919	DZIP3	9666
ENSG00000198920	KIAA0753	9851
ENSG00000198921	NA	NA
ENSG00000198922	NA	NA
ENSG00000198923		NA
ENSG00000198924	DCLRE1A	9937
ENSG00000198925	ATG9A	79065
ENSG00000198928	NA	NA
ENSG00000198929	NOS1AP	9722
ENSG00000198930	CSAG1	158511
ENSG00000198931	APRT	353
ENSG00000198932	GPRASP1	9737
ENSG00000198933	TBKBP1	9755
ENSG00000198934	MAGEE1	57692
ENSG00000198937	CCDC167	154467
ENSG00000198938	MT-CO3	4514
ENSG00000198939	ZFP2	80108
ENSG00000198944	SOWAHA	134548
ENSG00000198945	L3MBTL3	84456
ENSG00000198946	NA	NA
ENSG00000198947	DMD	1756
ENSG00000198948	MFAP3L	9848
ENSG00000198951	NAGA	4668
ENSG00000198952	SMG5	23381
ENSG00000198954	KIF1BP	26128
ENSG00000198957	NA	NA
ENSG00000198959	TGM2	7052
ENSG00000198960	ARMCX6	54470
ENSG00000198961	PJA2	9867
ENSG00000198962	NA	NA
ENSG00000198963	RORB	6096
ENSG00000198964	SGMS1	259230
ENSG00000198965	OR10R2	343406
ENSG00000198967	OR10Z1	128368
ENSG00000198972	MIRLET7E	NA
ENSG00000198973	MIR375	NA
ENSG00000198974	MIR30E	NA
ENSG00000198975	MIRLET7A2	406882
ENSG00000198976	MIR429	554210
ENSG00000198981	NA	NA
ENSG00000198982		NA
ENSG00000198983	MIR449A	554213
ENSG00000198984	MIR345	442910
ENSG00000198986	MIRLET7A3	NA
ENSG00000198987	MIR16-2	406951
ENSG00000198995	MIR340	NA
ENSG00000198997	MIR107	406901
ENSG00000199001	MIR448	554212
ENSG00000199004	MIR21	406991
ENSG00000199005	MIR370	NA
ENSG00000199012	MIR412	574433
ENSG00000199015	MIR377	NA
ENSG00000199017	MIR1-1	406904
ENSG00000199020	MIR381	NA
ENSG00000199023	MIR339	NA
ENSG00000199024	MIR103A2	406896
ENSG00000199025	MIR369	442914
ENSG00000199030	MIRLET7C	NA
ENSG00000199031	MIR371A	442916
ENSG00000199032	MIR425	494337
ENSG00000199035	MIR103A1	406895
ENSG00000199036	MIR219A1	407002
ENSG00000199038	MIR210	406992
ENSG00000199043	MIR335	442904
ENSG00000199047	MIR378A	NA
ENSG00000199051	MIR361	NA
ENSG00000199053	MIR324	NA
ENSG00000199058	NA	NA
ENSG00000199059	MIR135B	NA
ENSG00000199060	NA	NA
ENSG00000199065	MIR101-2	NA
ENSG00000199066	MIR330	442902
ENSG00000199069	MIR323A	NA
ENSG00000199071	MIR423	494335
ENSG00000199072	MIRLET7F1	NA
ENSG00000199075	MIR26A1	407015
ENSG00000199077	MIR129-2	NA
ENSG00000199080	MIR133B	442890
ENSG00000199082	MIR342	442909
ENSG00000199085	MIR148A	NA
ENSG00000199088	MIR379	NA
ENSG00000199089	NA	NA
ENSG00000199090	MIR326	442900
ENSG00000199092	MIR410	NA
ENSG00000199094	MIR30C2	NA
ENSG00000199095	MIR372	442917
ENSG00000199097	NA	NA
ENSG00000199102	MIR302C	442895
ENSG00000199104	MIR346	442911
ENSG00000199107	MIR409	NA
ENSG00000199109	MIR411	NA
ENSG00000199121	MIR26B	NA
ENSG00000199122	MIR148B	442892
ENSG00000199127	MIR383	494332
ENSG00000199130	MIR365A	NA
ENSG00000199132	MIR450A1	554214
ENSG00000199133	MIRLET7D	NA
ENSG00000199135	MIR101-1	406893
ENSG00000199143	MIR373	442918
ENSG00000199145	MIR302D	442896
ENSG00000199149	NA	NA
ENSG00000199150	MIRLET7G	NA
ENSG00000199151	MIR337	NA
ENSG00000199153	MIR30D	407033
ENSG00000199156	MIR422A	494334
ENSG00000199157	MIR208A	NA
ENSG00000199158	MIR96	407053
ENSG00000199161	MIR126	406913
ENSG00000199165	MIRLET7A1	NA
ENSG00000199168	MIR374A	NA
ENSG00000199169	MIR367	442912
ENSG00000199172	MIR331	NA
ENSG00000199177	MIR31	407035
ENSG00000199179	MIRLET7I	NA
ENSG00000199180	NA	NA
ENSG00000199187	MIR365B	100126356
ENSG00000199196		NA
ENSG00000199197	RN7SKP72	NA
ENSG00000199200		NA
ENSG00000199201		NA
ENSG00000199202	RNA5SP289	NA
ENSG00000199203		NA
ENSG00000199204		NA
ENSG00000199212	RNU105C	26766
ENSG00000199214	NA	NA
ENSG00000199217	RNU6-1123P	NA
ENSG00000199218	RN7SKP184	NA
ENSG00000199219	RNU6-500P	NA
ENSG00000199220		NA
ENSG00000199222		NA
ENSG00000199223		NA
ENSG00000199224		NA
ENSG00000199226	RNU6-50P	NA
ENSG00000199231		NA
ENSG00000199235	NA	NA
ENSG00000199237	RNU6-834P	NA
ENSG00000199239	NA	NA
ENSG00000199240	RNA5SP46	NA
ENSG00000199241		NA
ENSG00000199245		NA
ENSG00000199246	RNU6-896P	NA
ENSG00000199248	RNU6-28P	NA
ENSG00000199251	RNU6-664P	NA
ENSG00000199260	RNU6-874P	NA
ENSG00000199262	NA	NA
ENSG00000199263		NA
ENSG00000199266	SNORA60	677837
ENSG00000199270	RNA5S12	100169763
ENSG00000199272	RNU6-349P	NA
ENSG00000199273		NA
ENSG00000199276	RNA5SP26	NA
ENSG00000199279	RNU6-661P	NA
ENSG00000199282		NA
ENSG00000199283	RNU1-58P	NA
ENSG00000199285		NA
ENSG00000199286	RNU6-1094P	NA
ENSG00000199287	NA	NA
ENSG00000199289	RNU6-502P	NA
ENSG00000199290		NA
ENSG00000199291		NA
ENSG00000199293	SNORA21	NA
ENSG00000199295	RNU6-1312P	NA
ENSG00000199298	NA	NA
ENSG00000199299	RNA5SP430	NA
ENSG00000199301	RNU6-208P	NA
ENSG00000199303		NA
ENSG00000199306	RNU6-858P	NA
ENSG00000199308	RNU6-222P	NA
ENSG00000199311	SNORD115-34	100033808
ENSG00000199313	RNU4-82P	NA
ENSG00000199315	RNA5SP347	NA
ENSG00000199318	RNA5SP52	NA
ENSG00000199319	RN7SKP25	NA
ENSG00000199321		NA
ENSG00000199322	RNA5SP183	NA
ENSG00000199325	RNU4-39P	NA
ENSG00000199326	RNU6-1298P	NA
ENSG00000199327	RNU6-230P	NA
ENSG00000199331		NA
ENSG00000199332		NA
ENSG00000199334	RNA5S11	100169762
ENSG00000199335	RNU6-204P	NA
ENSG00000199337	RNA5S3	100169754
ENSG00000199345	NA	NA
ENSG00000199347	RNU5E-1	26829
ENSG00000199348	RNU6-766P	NA
ENSG00000199349		NA
ENSG00000199350	RNA5SP432	NA
ENSG00000199352	RNA5S1	100169751
ENSG00000199354	RNA5SP273	NA
ENSG00000199357		NA
ENSG00000199360	RNU6-1115P	NA
ENSG00000199361	RNU1-150P	NA
ENSG00000199362		NA
ENSG00000199363		NA
ENSG00000199364	RNA5SP327	NA
ENSG00000199366		NA
ENSG00000199368	RNU6-1084P	NA
ENSG00000199370		NA
ENSG00000199373	RNA5SP453	NA
ENSG00000199374	NA	NA
ENSG00000199376	NA	NA
ENSG00000199377	RNU5F-1	26828
ENSG00000199378		NA
ENSG00000199381	RNU6-79P	NA
ENSG00000199382	NA	NA
ENSG00000199385	RNU6-369P	NA
ENSG00000199386	NA	NA
ENSG00000199390	SNORD114-7	767583
ENSG00000199392		NA
ENSG00000199394	RNU6-600P	NA
ENSG00000199395	RNA5SP93	NA
ENSG00000199396	RNA5S5	100169756
ENSG00000199398		NA
ENSG00000199400	RNY4P19	NA
ENSG00000199402	RNA5SP308	NA
ENSG00000199404	RNA5SP250	NA
ENSG00000199405		NA
ENSG00000199407	RNA5SP301	NA
ENSG00000199409		NA
ENSG00000199410		NA
ENSG00000199411		NA
ENSG00000199415	RNA5SP370	NA
ENSG00000199420	RN7SKP170	NA
ENSG00000199422	VTRNA3-1P	NA
ENSG00000199424		NA
ENSG00000199426	RNU1-108P	NA
ENSG00000199430	NA	NA
ENSG00000199432	NA	NA
ENSG00000199436	SNORD9	692053
ENSG00000199437	NA	NA
ENSG00000199438	NA	NA
ENSG00000199440		NA
ENSG00000199442		NA
ENSG00000199444		NA
ENSG00000199446	RNU6-543P	NA
ENSG00000199448	RNU6-845P	NA
ENSG00000199450	RNA5SP276	NA
ENSG00000199452	NA	NA
ENSG00000199453	SNORD115-12	100033449
ENSG00000199454	RNA5SP388	NA
ENSG00000199455	RNA5SP191	NA
ENSG00000199458	RNU4-35P	NA
ENSG00000199459		NA
ENSG00000199460	RNU6-1216P	NA
ENSG00000199461		NA
ENSG00000199466		NA
ENSG00000199468	RNU6-556P	NA
ENSG00000199469	RNU1-62P	NA
ENSG00000199470		NA
ENSG00000199471		NA
ENSG00000199472		NA
ENSG00000199473		NA
ENSG00000199474		NA
ENSG00000199475	RN7SKP104	NA
ENSG00000199476		NA
ENSG00000199477	SNORA31	677814
ENSG00000199480	RNA5SP389	NA
ENSG00000199482	RNU6-633P	NA
ENSG00000199483	RNU4-15P	NA
ENSG00000199487		NA
ENSG00000199488	RNU1-70P	NA
ENSG00000199489	SNORD115-25	100033801
ENSG00000199490		NA
ENSG00000199492	RNU6-1313P	NA
ENSG00000199494	NA	NA
ENSG00000199497	RNU1-94P	NA
ENSG00000199498	NA	NA
ENSG00000199506	RNU6-247P	NA
ENSG00000199507	NA	NA
ENSG00000199508	RNA5SP110	NA
ENSG00000199509	RNA5SP477	NA
